Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
response 403 Forbidden: The authorised user is not a global user. <Response 153 bytes [403 FORBIDDEN]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: You cannot remove the only global owner. <Response 156 bytes [400 BAD REQUEST]>
response 400 Bad Request: You cannot remove the only global owner. <Response 156 bytes [400 BAD REQUEST]>
response 400 Bad Request: The user specified does not exist <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid permission id. <Response 138 bytes [400 BAD REQUEST]>
response 400 Bad Request: User already has specified permissions <Response 154 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: Email does not exist <Response 136 bytes [400 BAD REQUEST]>
response 400 Bad Request: Password is incorrect <Response 137 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: Email entered is not a valid email <Response 150 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email entered is not a valid email <Response 150 bytes [400 BAD REQUEST]>
response 400 Bad Request: Password entered must be longer than 6 characters <Response 165 bytes [400 BAD REQUEST]>
response 400 Bad Request: Password entered must be longer than 6 characters <Response 165 bytes [400 BAD REQUEST]>
response 400 Bad Request: First name entered must be between 1 and 50 characters inclusive <Response 180 bytes [400 BAD REQUEST]>
response 400 Bad Request: First name entered must be between 1 and 50 characters inclusive <Response 180 bytes [400 BAD REQUEST]>
response 400 Bad Request: Last name entered must be between 1 and 50 characters inclusive <Response 179 bytes [400 BAD REQUEST]>
response 400 Bad Request: Last name entered must be between 1 and 50 characters inclusive <Response 179 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email entered has already been registered <Response 157 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: Reset code invalid <Response 134 bytes [400 BAD REQUEST]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 400 Bad Request: User to be made owner is not a member of channel <Response 164 bytes [400 BAD REQUEST]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 400 Bad Request: This user is already an owner of the channel <Response 160 bytes [400 BAD REQUEST]>
response 400 Bad Request: Could not locate user <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 403 Forbidden: You are not a member of the channel. <Response 148 bytes [403 FORBIDDEN]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: The member you are trying to invite is already apart of the channel. <Response 184 bytes [400 BAD REQUEST]>
response 403 Forbidden: You are not apart of the channel you are trying to invite to. <Response 173 bytes [403 FORBIDDEN]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 400 Bad Request: Could not locate user <Response 137 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 403 Forbidden: This is a private channel, user does not have access. <Response 165 bytes [403 FORBIDDEN]>
response 403 Forbidden: This is a private channel, user does not have access. <Response 165 bytes [403 FORBIDDEN]>
response 400 Bad Request: You are aleady a member of this channel <Response 155 bytes [400 BAD REQUEST]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 403 Forbidden: You are aleady a member of this channel <Response 151 bytes [403 FORBIDDEN]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: incorrect message length <Response 140 bytes [400 BAD REQUEST]>
response 400 Bad Request: Your start value is greater than the messages in the channel. <Response 177 bytes [400 BAD REQUEST]>
response 403 Forbidden: You are not part of that channel. <Response 145 bytes [403 FORBIDDEN]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 400 Bad Request: You are the only owner and cannot remove youself <Response 164 bytes [400 BAD REQUEST]>
response 403 Forbidden: Authorised user does not have owner permissions in channel. <Response 171 bytes [403 FORBIDDEN]>
response 400 Bad Request: This user is not and owner and so can't be removed <Response 171 bytes [400 BAD REQUEST]>
response 400 Bad Request: Could not locate user <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: The input channel_id does not exist in the datastore. <Response 169 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 403 Forbidden: This is a private channel, user does not have access. <Response 165 bytes [403 FORBIDDEN]>
response 400 Bad Request: The name of the channel cannot be less than 1 character. <Response 172 bytes [400 BAD REQUEST]>
response 400 Bad Request: The name of the channel cannot be more than 20 characters. <Response 174 bytes [400 BAD REQUEST]>
response 400 Bad Request: The name of the channel cannot be less than 1 character. <Response 172 bytes [400 BAD REQUEST]>
response 400 Bad Request: The name of the channel cannot be more than 20 characters. <Response 174 bytes [400 BAD REQUEST]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 403 Forbidden: This token is invalid. <Response 134 bytes [403 FORBIDDEN]>
response 400 Bad Request: There is a invalid u_id <Response 139 bytes [400 BAD REQUEST]>
response 400 Bad Request: There is a invalid u_id127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOjF9.3PeR-dkN_PqqFwHKOkxzWq77EMDNTVuJv7hZEEgpdgI&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOjF9.3PeR-dkN_PqqFwHKOkxzWq77EMDNTVuJv7hZEEgpdgI&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=-1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOjF9.3PeR-dkN_PqqFwHKOkxzWq77EMDNTVuJv7hZEEgpdgI&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/leave/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.W5KOlidtUE8LzlCLr-dh_x02e00HBZhk61rnDM6ThMw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:00] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&dm_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 04:29:01] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.K9HbRwZB108y-LDjeeVNRqpidIxAf5yRvfPmNwhFjW4&u_id=1 HTTP/1.1" 200 -
